Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,Vehicle_IMD_Decile
2017010009354,1,8,0,18,0,0,0,0,0,0,4,1,1,2,39,7,1997,2,1,4,1,4
2017010009354,2,9,0,12,0,0,0,0,0,0,3,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010009357,1,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010009358,1,1,0,18,0,8,1,0,0,0,0,1,6,1,26,6,-1,-1,-1,6,1,6
2017010009360,1,9,0,4,0,1,5,0,0,0,2,1,6,2,47,8,1794,1,13,1,1,1
2017010009360,2,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010009362,1,9,0,14,0,0,0,0,0,0,4,1,6,1,24,5,-1,-1,-1,8,1,8
2017010009363,1,11,0,18,0,1,0,4,0,0,1,1,1,1,59,9,9360,2,8,1,1,1
2017010009364,1,9,0,4,0,0,0,0,0,0,4,1,2,1,44,7,2204,2,11,6,1,6
2017010009364,2,8,0,6,0,0,0,0,0,0,1,1,1,1,74,10,2499,2,10,5,1,5
2017010009365,1,8,0,18,0,0,-1,8,0,0,4,1,6,1,56,9,1950,2,1,4,1,4
2017010009365,2,9,0,-1,0,0,0,0,0,0,3,1,6,1,48,8,1995,2,7,7,1,7
2017010009366,1,8,0,18,0,1,0,7,3,2,1,1,1,1,44,7,1798,8,4,6,1,6
2017010009375,1,3,0,2,6,1,2,0,1,0,2,1,6,3,-1,-1,108,1,5,-1,-1,-1
2017010009375,2,19,0,18,0,2,0,4,0,0,1,1,1,1,41,7,2198,2,5,-1,-1,-1
2017010009375,3,9,0,18,0,1,0,0,0,0,3,1,6,1,37,7,2993,2,5,-1,-1,-1
2017010009376,1,11,0,18,0,3,0,0,0,0,1,1,1,1,39,7,5883,2,15,6,1,6
2017010009377,1,9,0,18,0,2,0,0,0,0,1,1,6,1,65,9,1798,1,4,6,1,6
2017010009379,1,11,0,2,2,2,0,0,0,0,3,1,6,3,-1,-1,4500,2,6,-1,-1,-1
2017010009379,2,9,0,5,0,2,0,0,0,0,4,1,6,1,21,5,1598,1,8,3,1,3
2017010009380,1,9,0,18,0,1,0,0,0,0,1,1,6,2,48,8,1582,2,6,-1,-1,-1
2017010009380,2,9,0,10,0,1,0,0,0,0,1,1,6,2,25,5,1399,2,11,2,1,2
2017010009381,1,9,0,5,0,6,0,0,0,0,1,1,6,2,32,6,1242,1,8,1,1,1
2017010009381,2,9,0,5,0,6,0,0,0,0,1,1,1,1,48,8,-1,-1,-1,2,1,2
2017010009382,1,9,0,18,0,6,0,0,0,0,1,2,6,1,34,6,-1,-1,-1,3,1,3
2017010009382,2,9,0,18,0,2,0,0,0,0,4,1,6,1,19,4,1995,2,13,1,1,1
2017010009383,1,9,0,9,0,2,0,0,0,0,3,1,6,1,72,10,2597,1,16,6,1,6
2017010009386,1,3,0,18,0,0,0,0,0,0,1,1,2,1,20,4,125,1,5,2,1,2
2017010009386,2,8,0,12,0,0,0,0,0,0,0,1,1,1,31,6,-1,-1,-1,3,1,3
2017010009387,1,3,0,18,0,2,0,0,0,0,0,1,1,1,45,7,108,1,5,3,1,3
2017010009387,2,8,0,6,0,2,0,0,0,0,1,1,1,1,50,8,1798,8,1,1,1,1
2017010009388,1,9,0,5,0,6,0,0,0,0,1,1,6,1,37,7,1910,2,12,2,1,2
2017010009388,2,3,0,18,0,8,0,0,0,0,1,1,6,1,37,7,124,1,5,6,1,6
2017010009389,1,9,0,4,0,1,0,0,0,0,2,1,6,2,49,8,1598,1,9,1,1,1
2017010009389,2,19,0,4,0,1,0,0,0,0,1,1,6,1,34,6,2143,2,5,3,1,3
2017010009390,1,9,0,18,0,4,0,0,0,0,1,1,6,1,63,9,1999,1,2,9,2,9
2017010009390,2,9,0,18,0,4,0,0,0,0,1,1,6,1,65,9,1400,1,12,10,1,10
2017010009391,1,2,0,5,0,1,0,7,0,0,0,1,1,1,34,6,108,1,2,6,1,6
2017010009393,1,9,0,18,0,1,0,0,0,0,1,1,6,2,24,5,1995,1,12,10,1,10
2017010009393,2,9,0,9,0,1,0,0,0,0,4,1,6,2,23,5,999,1,1,5,1,5
2017010009394,1,9,0,18,0,8,0,0,0,0,1,1,6,2,34,6,1956,2,1,3,1,3
2017010009394,2,8,0,18,0,8,0,0,0,0,2,1,6,1,30,6,2143,2,4,2,1,2
2017010009397,1,9,0,18,0,1,0,0,0,0,4,1,1,1,49,8,1339,8,7,2,1,2
2017010009397,2,2,0,18,0,1,0,0,0,0,1,1,1,1,17,4,108,1,1,2,1,2
2017010009398,1,9,0,18,0,7,0,0,0,0,1,1,6,1,26,6,1975,1,15,7,1,7
2017010009398,2,9,0,18,0,5,0,0,0,0,0,1,6,2,45,7,1396,1,18,3,1,3
2017010009399,1,9,0,17,0,8,0,0,0,0,1,1,6,1,19,4,1900,2,12,6,2,6
2017010009399,2,9,0,4,0,8,0,0,0,0,2,1,6,1,55,8,2204,2,9,4,1,4
2017010009399,3,9,0,18,0,8,0,0,0,0,3,1,6,1,29,6,1999,2,2,4,1,4
2017010009400,1,11,0,18,0,3,0,0,0,0,1,1,1,1,24,5,9000,2,8,1,1,1
2017010009400,2,9,0,3,0,3,0,0,0,0,2,1,6,2,44,7,1242,1,2,2,1,2
2017010009402,1,9,0,18,9,1,0,0,1,1,1,1,6,1,69,10,1229,1,11,6,1,6
2017010009403,1,9,0,17,0,8,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010009405,1,4,0,18,0,0,1,0,0,0,0,1,6,1,28,6,124,1,4,7,1,7
2017010009406,1,19,0,6,0,0,0,0,0,0,3,1,6,1,31,6,2198,2,2,6,1,6
2017010009406,2,2,0,18,0,0,0,0,0,0,1,1,6,1,16,4,49,1,15,2,1,2
2017010009408,1,9,0,9,0,1,0,0,0,0,3,1,6,1,32,6,1596,1,11,4,1,4
2017010009408,2,8,0,18,0,1,0,0,0,0,1,1,1,1,35,6,1798,8,1,9,1,9
2017010009409,1,4,0,18,0,0,0,0,0,0,1,1,2,1,31,6,-1,-1,-1,4,1,4
2017010009409,2,9,0,6,0,0,0,0,0,0,3,1,6,1,40,7,1339,8,7,3,1,3
2017010009411,1,9,0,18,0,0,5,7,1,0,1,1,6,1,26,6,1596,1,16,6,1,6
2017010009412,1,9,0,14,0,8,0,0,0,0,1,1,6,1,54,8,1329,1,3,4,1,4
2017010009413,1,9,0,4,0,1,0,0,0,0,2,1,6,2,22,5,998,1,11,4,1,4
2017010009413,2,9,0,7,0,8,0,0,0,0,1,1,6,1,49,8,1995,2,1,7,1,7
2017010009415,1,9,0,18,0,2,0,0,0,0,4,1,6,1,47,8,1498,1,10,7,1,7
2017010009416,1,9,0,18,0,0,0,4,0,0,1,1,6,2,41,7,1798,8,1,6,1,6
2017010009416,2,9,0,18,0,0,0,4,0,0,1,1,6,1,27,6,1686,2,6,-1,-1,-1
2017010009416,3,9,0,2,0,0,0,0,0,0,3,1,6,3,-1,-1,1598,1,2,-1,-1,-1
2017010009416,4,9,0,2,0,0,0,0,0,0,4,1,6,3,-1,-1,1598,1,5,-1,-1,-1
2017010009417,1,9,0,7,0,3,0,0,0,0,1,1,6,1,54,8,1598,1,14,3,1,3
2017010009418,1,9,0,17,0,8,0,0,0,0,1,1,2,1,33,6,1997,2,5,2,1,2
2017010009419,1,9,0,5,0,1,0,0,0,0,1,1,6,1,32,6,1296,1,11,1,1,1
2017010009420,1,3,0,18,0,0,2,0,0,0,2,1,6,1,25,5,599,1,9,3,1,3
2017010009420,2,9,0,8,0,0,0,0,0,0,1,1,6,1,56,9,1997,1,17,7,1,7
2017010009422,1,19,0,6,0,0,0,0,0,0,3,1,1,1,26,6,2198,2,3,-1,-1,-1
2017010009422,2,9,0,13,0,0,0,0,0,0,4,1,6,1,46,8,1796,1,3,3,1,3
2017010009423,1,9,0,4,0,1,0,0,0,0,1,1,6,2,49,8,1598,1,17,5,1,5
2017010009423,2,9,0,3,0,1,0,0,0,0,2,1,6,2,27,6,1240,1,14,5,1,5
2017010009425,1,9,0,5,0,1,0,4,0,0,1,1,6,1,28,6,1390,1,7,5,1,5
2017010009425,2,9,0,3,0,1,0,0,0,0,2,1,6,1,19,4,2143,2,2,8,1,8
2017010009428,1,9,0,18,0,0,0,0,0,0,1,1,6,2,50,8,1398,1,16,2,1,2
2017010009430,1,9,0,18,0,8,0,0,0,0,4,1,6,2,31,6,1360,1,6,3,1,3
2017010009430,2,9,0,9,0,8,0,0,0,0,3,1,6,1,28,6,1984,1,12,3,1,3
2017010009431,1,9,0,9,0,3,1,10,7,1,1,1,6,1,19,4,1596,1,11,3,1,3
2017010009431,2,8,0,4,0,1,0,0,0,0,1,1,2,1,45,7,1956,2,4,4,1,4
2017010009433,1,9,0,18,0,0,0,4,0,0,1,1,6,1,22,5,1995,2,4,4,1,4
2017010009433,2,9,0,1,0,0,0,4,0,0,1,1,6,1,29,6,1299,1,15,2,1,2
2017010009433,3,9,0,18,0,0,0,0,0,0,4,1,6,1,28,6,1398,1,5,3,1,3
2017010009433,4,9,0,2,0,0,0,0,0,0,4,1,6,3,-1,-1,2143,2,4,-1,-1,-1
2017010009433,5,9,0,2,0,0,0,0,0,0,4,1,6,3,-1,-1,2967,2,4,-1,-1,-1
2017010009433,6,9,0,2,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010009434,1,9,0,9,0,5,0,0,0,0,1,1,6,1,55,8,1995,2,5,8,1,8
2017010009434,2,90,0,18,0,8,0,0,7,5,1,1,6,1,16,4,-1,-1,-1,2,1,2
2017010009435,1,9,0,18,0,1,1,0,0,0,0,1,6,2,44,7,-1,-1,-1,2,1,2
2017010009436,1,9,0,13,9,0,1,0,7,10,1,2,6,1,22,5,1984,1,1,6,1,6
2017010009436,2,9,0,18,0,0,1,0,1,0,1,1,6,1,48,8,1329,1,8,1,1,1
2017010009436,3,9,0,18,0,0,0,0,0,0,2,1,6,2,48,8,1796,1,9,3,1,3
2017010009437,1,9,0,18,0,8,0,0,0,0,1,1,6,2,21,5,1995,1,6,3,1,3
2017010009437,2,9,0,5,0,8,0,0,7,10,2,1,6,2,43,7,1595,1,9,8,1,8
2017010009438,1,9,0,4,0,8,0,0,0,0,1,1,6,1,61,9,1299,1,17,2,1,2
2017010009439,1,9,0,18,0,2,0,7,0,0,1,1,6,1,76,11,1598,1,13,2,1,2
2017010009440,1,2,0,18,0,8,5,0,0,0,1,1,6,1,48,8,49,1,14,-1,-1,-1
2017010009440,2,9,0,9,0,8,0,0,0,0,4,1,6,1,18,4,1796,1,15,2,1,2
2017010009441,1,9,0,9,0,1,0,0,0,0,3,1,6,2,24,5,1229,1,4,5,1,5
2017010009441,2,3,0,18,0,1,0,0,0,0,1,1,6,1,23,5,125,1,7,2,1,2
2017010009442,1,9,0,9,0,1,0,0,0,0,1,1,6,1,44,7,1461,2,7,5,1,5
2017010009442,2,3,0,13,0,1,0,0,0,0,4,1,6,1,24,5,125,1,1,6,1,6
2017010009443,1,9,0,3,9,5,0,0,0,0,1,1,6,3,-1,-1,1560,2,3,-1,-1,-1
2017010009445,1,9,0,3,0,1,0,0,0,0,1,1,6,2,35,6,1968,2,7,2,1,2
2017010009446,1,9,0,18,0,1,0,0,0,0,4,1,6,1,18,4,999,1,5,8,1,8
2017010009448,1,9,0,18,0,1,0,0,0,0,4,1,6,1,69,10,1398,2,5,-1,-1,-1
2017010009449,1,11,0,7,0,5,0,0,0,0,4,1,1,1,60,9,5132,2,2,4,1,4
2017010009451,1,4,0,18,0,2,0,0,0,0,4,1,2,1,53,8,125,1,14,5,1,5
2017010009451,2,9,0,3,0,1,0,0,0,0,0,2,6,1,40,7,2148,2,15,6,1,6
2017010009452,1,9,0,18,0,2,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010009453,1,4,0,18,0,3,0,0,0,0,1,1,1,1,30,6,249,1,8,5,1,5
2017010009453,2,9,0,6,0,3,0,0,0,0,3,1,6,1,27,6,1395,1,1,5,1,5
2017010009454,1,9,0,18,0,1,0,0,0,0,1,1,6,2,49,8,1242,1,7,9,1,9
2017010009454,2,9,0,10,0,6,0,0,0,0,1,1,6,1,28,6,1798,1,1,5,1,5
2017010009460,1,3,0,7,0,3,0,0,0,0,4,1,6,1,30,6,125,1,4,8,1,8
2017010009460,2,19,0,18,0,4,0,0,0,0,1,1,1,1,62,9,2800,2,14,6,1,6
2017010009462,1,9,0,18,0,8,1,11,0,0,1,1,6,1,23,5,1197,1,3,4,1,4
2017010009463,1,21,1,18,0,8,0,0,0,0,1,1,1,1,32,6,10837,2,2,5,1,5
2017010009463,2,9,0,18,0,8,0,0,0,0,3,1,6,1,54,8,1395,1,1,4,3,4
2017010009464,1,9,0,18,0,8,0,0,0,0,1,1,2,1,41,7,1910,2,11,9,1,9
2017010009464,2,9,0,7,0,8,0,0,0,0,3,1,1,1,52,8,1598,1,5,1,1,1
2017010009472,1,8,0,4,0,1,0,0,0,0,2,1,1,1,61,9,2143,2,1,8,1,8
2017010009472,2,9,0,4,0,1,0,0,0,0,2,1,1,1,28,6,998,1,5,3,1,3
2017010009472,3,8,0,4,0,1,0,0,0,0,1,1,1,1,31,6,1798,8,2,2,1,2
2017010009490,1,9,0,9,0,2,0,0,0,0,1,1,3,2,37,7,1799,1,11,10,1,10
2017010009499,1,9,0,18,0,8,0,0,0,0,1,1,6,2,22,5,1995,1,10,9,1,9
2017010009499,2,9,0,18,0,6,0,0,0,0,4,1,6,1,57,9,1968,2,2,8,1,8
2017010009503,1,9,0,3,0,0,2,4,1,10,1,1,2,1,54,8,999,1,4,7,1,7
2017010009503,2,9,0,2,0,0,0,0,0,0,1,1,6,3,-1,-1,1686,2,8,-1,-1,-1
2017010009504,1,9,0,9,0,8,0,0,0,0,4,1,2,2,28,6,1968,2,3,8,1,8
2017010009504,2,11,0,18,0,8,0,0,0,0,1,1,1,1,40,7,6700,2,5,4,1,4
2017010009506,1,9,0,5,0,6,0,0,0,0,1,1,6,1,43,7,2000,1,12,6,1,6
2017010009506,2,9,0,18,0,1,0,0,0,0,4,1,2,2,30,6,1796,1,7,6,1,6
2017010009508,1,9,0,18,0,1,1,7,0,0,1,1,2,1,31,6,1329,1,8,7,1,7
2017010009509,1,9,0,13,0,1,0,0,0,0,1,1,1,1,26,6,1595,1,3,6,1,6
2017010009509,2,9,0,10,0,1,0,0,0,0,1,1,1,1,50,8,1242,1,13,8,1,8
2017010009510,1,19,0,18,0,8,0,0,0,0,1,1,1,1,27,6,2402,2,14,2,1,2
2017010009510,2,19,0,3,0,8,0,0,0,0,2,1,1,1,50,8,11705,2,9,1,1,1
2017010009514,1,9,0,9,0,6,0,0,0,0,1,1,2,1,53,8,1685,2,4,7,1,7
2017010009518,1,1,0,18,5,1,2,0,0,0,0,1,2,2,39,7,-1,-1,-1,7,1,7
2017010009518,2,19,0,18,0,1,0,0,0,0,0,1,1,1,49,8,3920,2,8,10,2,10
2017010009525,1,3,0,15,0,1,2,0,0,0,0,1,2,1,32,6,114,1,3,2,1,2
2017010009525,2,9,0,4,0,8,0,0,0,0,0,1,6,1,46,8,2987,2,3,6,1,6
2017010009536,1,9,0,18,0,4,0,0,0,0,1,1,6,1,30,6,1598,1,10,7,1,7
2017010009536,2,1,0,9,0,3,0,0,0,0,1,1,6,1,22,5,-1,-1,-1,10,1,10
2017010009549,1,11,0,5,0,1,0,0,0,0,0,1,1,1,33,6,7300,2,14,-1,-1,-1
2017010009555,1,9,0,18,0,1,0,0,0,0,1,2,6,2,47,8,-1,-1,-1,10,1,10
2017010009555,2,9,0,3,0,1,0,0,0,0,2,1,2,2,65,9,1596,1,14,7,1,7
2017010009555,3,9,0,5,0,1,0,0,0,0,2,1,6,1,34,6,1995,2,7,5,1,5
2017010009562,1,9,0,13,0,3,1,0,0,0,1,1,6,1,23,5,1995,2,5,3,1,3
2017010009562,2,9,0,4,0,1,0,0,0,0,4,1,6,2,45,7,1984,2,6,10,1,10
2017010009568,1,9,0,9,0,1,0,0,0,0,1,1,6,3,-1,-1,1598,1,8,-1,-1,-1
2017010009583,1,9,0,18,0,8,0,0,0,0,1,1,6,2,44,7,1753,2,16,4,1,4
2017010009583,2,9,0,18,0,8,0,0,0,0,1,1,6,1,19,4,1360,1,10,7,1,7
2017010009584,1,11,0,4,0,0,0,0,0,0,0,1,1,1,25,5,9000,2,9,3,1,3
2017010009587,1,5,0,14,0,0,0,0,0,0,1,1,6,1,35,6,749,1,20,4,1,4
2017010009588,1,11,0,5,0,1,0,0,0,0,0,1,1,2,28,6,9000,2,10,5,1,5
2017010009590,1,9,0,8,0,1,0,0,0,0,1,2,6,1,46,8,-1,-1,-1,8,1,8
2017010009590,2,1,0,18,0,2,0,0,0,0,2,1,2,1,32,6,-1,-1,-1,1,1,1
2017010009591,1,90,0,16,0,0,0,0,0,0,0,1,1,1,39,7,2143,2,8,2,1,2
2017010009591,2,3,0,16,0,0,0,0,0,0,0,1,2,1,21,5,125,1,5,2,1,2
2017010009592,1,4,0,18,0,2,0,0,0,0,3,1,2,1,49,8,790,1,11,4,1,4
2017010009593,1,19,0,18,0,1,0,0,0,0,1,1,1,1,28,6,2461,2,18,3,1,3
2017010009593,2,1,0,9,0,1,0,0,0,0,1,1,2,1,59,9,-1,-1,-1,5,1,5
2017010009594,1,9,0,17,0,4,1,0,1,3,1,1,6,2,60,9,-1,-1,-1,4,1,4
2017010009595,1,9,0,3,0,6,0,0,1,10,3,1,1,1,44,7,1956,2,3,4,1,4
2017010009595,2,9,0,9,0,8,0,0,0,0,1,1,6,1,23,5,1596,1,14,3,1,3
2017010009596,1,9,0,4,0,0,0,0,0,0,2,1,6,2,32,6,1596,1,6,4,1,4
2017010009596,2,9,0,4,0,0,0,0,0,0,1,1,6,1,58,9,1995,2,5,4,1,4
2017010009597,1,9,0,3,0,2,0,0,0,0,3,1,6,2,36,7,1348,1,16,4,1,4
2017010009597,2,21,1,7,0,2,0,0,0,0,3,1,1,1,29,6,12740,2,4,6,1,6
2017010009598,1,4,0,4,0,2,1,0,0,0,4,1,6,1,31,6,108,1,5,3,1,3
2017010009599,1,9,0,18,0,2,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010009600,1,3,0,18,0,8,0,0,0,0,1,1,6,1,36,7,124,1,10,-1,-1,-1
2017010009600,2,9,0,9,0,8,0,0,0,0,4,1,6,2,19,4,1461,2,3,4,1,4
2017010009601,1,9,0,9,0,4,0,0,0,0,4,1,6,1,18,4,1200,1,14,5,1,5
2017010009601,2,9,0,18,0,4,0,0,0,0,1,1,6,1,45,7,998,1,17,5,1,5
2017010009603,1,9,0,18,0,1,0,7,0,0,1,1,6,2,18,4,1198,1,13,5,1,5
2017010009605,1,11,0,18,0,0,0,0,0,0,0,1,6,1,56,9,6700,2,7,7,1,7
2017010009606,1,9,0,18,0,4,0,4,0,0,1,1,6,2,57,9,1995,1,8,6,1,6
2017010009606,2,9,0,9,0,3,0,0,0,0,4,1,6,2,63,9,1598,1,13,4,1,4
2017010009607,1,9,0,-1,0,8,0,0,0,0,1,1,6,1,33,6,1598,2,1,6,1,6
2017010009608,1,3,0,18,0,1,2,0,0,0,3,1,2,2,27,6,125,1,19,8,1,8
2017010009608,2,9,0,4,0,2,0,0,0,0,0,1,2,1,39,7,2993,2,5,9,1,9
2017010009609,1,9,0,16,0,0,0,7,0,0,1,1,6,2,34,6,1242,1,7,4,1,4
2017010009609,2,9,0,17,0,0,0,0,0,0,1,1,6,2,29,6,1995,1,6,9,1,9
2017010009610,1,9,0,5,0,1,0,4,0,0,2,1,6,1,32,6,1598,1,14,-1,-1,-1
2017010009610,2,9,4,4,0,1,0,0,0,0,1,1,1,1,25,5,1686,2,6,5,1,5
2017010009610,3,9,0,4,0,1,0,10,0,0,2,1,2,1,29,6,1968,2,5,7,1,7
2017010009610,4,9,0,2,0,1,0,10,0,0,2,1,6,3,-1,-1,1984,1,2,-1,-1,-1
2017010009611,1,5,0,3,0,1,0,0,0,0,2,1,2,1,35,6,599,1,10,10,1,10
2017010009611,2,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010009612,1,2,0,18,0,1,1,11,0,0,1,1,6,2,27,6,49,1,8,3,1,3
2017010009615,1,9,0,9,0,1,0,0,0,0,4,1,6,2,25,5,1995,2,5,7,1,7
2017010009615,2,9,0,18,0,1,0,0,0,0,1,1,6,1,22,5,1242,1,10,-1,-1,-1
2017010009616,1,9,0,9,0,8,0,0,0,0,2,1,1,1,34,6,1798,8,4,5,1,5
2017010009616,2,19,0,9,0,8,0,0,0,0,1,1,6,1,37,7,2402,2,13,4,1,4
2017010009617,1,9,0,9,0,8,0,0,0,0,1,1,6,1,31,6,1995,1,10,2,1,2
2017010009617,2,9,0,18,0,8,0,0,0,0,1,1,6,1,53,8,1995,2,10,2,1,2
2017010009622,1,3,0,5,0,1,0,0,0,0,2,1,6,1,20,4,124,1,7,2,1,2
2017010009622,2,19,0,18,0,2,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010009632,1,9,0,18,0,1,0,0,0,0,1,1,6,1,40,7,1560,2,3,5,1,5
2017010009632,2,9,0,4,0,1,0,0,0,0,2,1,1,2,52,8,1242,1,3,7,1,7
2017010009649,1,3,0,18,0,8,0,0,1,0,3,1,2,1,43,7,125,1,4,6,1,6
2017010009649,2,19,0,9,0,8,0,0,0,0,1,2,1,2,41,7,2143,2,1,8,1,8
2017010009652,1,9,0,3,0,1,0,0,0,0,2,1,6,1,48,8,998,1,9,3,1,3
2017010009652,2,9,0,4,0,1,0,0,0,0,2,1,2,2,37,7,1968,2,9,10,1,10
2017010009652,3,9,0,11,0,1,0,0,0,0,1,1,2,2,26,6,999,1,1,9,1,9
2017010009656,1,4,0,3,0,1,0,0,0,0,2,1,2,1,34,6,395,1,4,2,1,2
2017010009656,2,9,0,9,0,6,0,0,0,0,1,1,2,1,70,10,-1,-1,-1,2,1,2
2017010009664,1,9,0,9,0,5,0,0,0,0,1,1,2,1,49,8,1396,1,16,4,1,4
2017010009664,2,4,0,18,0,1,5,0,0,0,1,1,2,1,33,6,279,1,1,4,1,4
2017010009671,1,8,0,5,0,1,0,0,0,0,1,1,1,1,56,9,-1,-1,-1,2,1,2
2017010009673,1,3,0,18,0,1,0,9,0,0,1,1,1,1,42,7,125,1,2,2,1,2
2017010009673,2,9,0,18,0,1,0,10,0,0,1,1,6,1,36,7,1968,2,1,4,1,4
2017010009675,1,8,0,18,0,0,0,0,0,0,1,1,1,1,34,6,-1,-1,-1,1,1,1
2017010009679,1,3,0,15,0,1,0,0,0,0,3,1,1,1,35,6,125,1,3,5,1,5
2017010009679,2,8,0,9,0,5,0,0,0,0,1,1,1,1,32,6,2143,2,3,5,1,5
2017010009694,1,9,0,4,0,8,0,0,0,0,1,1,6,1,45,7,1797,8,7,2,1,2
2017010009694,2,1,0,18,0,8,0,0,0,0,2,1,1,2,30,6,-1,-1,-1,2,1,2
2017010009696,1,19,0,1,0,8,0,0,0,0,2,1,1,1,29,6,1598,2,1,5,1,5
2017010009701,1,9,0,7,0,8,0,7,0,0,1,1,6,1,27,6,2000,1,12,2,1,2
2017010009705,1,9,0,18,0,8,0,0,0,0,1,1,2,2,61,9,1398,2,9,5,1,5
2017010009705,2,9,0,18,0,8,0,0,0,0,3,1,6,2,24,5,1995,2,4,-1,-1,-1
2017010009707,1,9,0,9,0,4,0,0,1,0,3,1,6,1,44,7,2996,1,8,7,3,7
2017010009707,2,9,0,3,0,4,0,0,0,0,1,1,6,1,64,9,1596,1,13,2,1,2
2017010009708,1,19,0,7,0,0,0,0,0,0,4,1,1,1,32,6,2198,2,3,6,1,6
2017010009708,2,1,0,4,0,0,0,4,0,0,1,1,1,1,23,5,-1,-1,-1,4,1,4
2017010009708,3,8,0,2,0,0,0,0,0,0,2,1,6,3,-1,-1,1798,8,3,-1,-1,-1
2017010009712,1,9,0,14,0,0,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010009718,1,9,0,10,0,1,0,0,0,0,1,1,6,2,77,11,1061,1,13,8,1,8
2017010009718,2,9,0,18,0,8,0,0,0,0,3,1,3,2,44,7,998,1,18,8,1,8
2017010009722,1,21,0,9,0,8,0,0,0,0,1,1,1,1,50,8,10677,2,1,1,1,1
2017010009722,2,1,0,9,0,8,0,0,0,0,2,1,2,2,29,6,-1,-1,-1,8,1,8
2017010009724,1,9,0,9,0,1,0,0,0,0,0,1,1,1,27,6,1198,1,7,3,1,3
2017010009724,2,3,0,18,0,1,1,0,0,0,0,1,1,1,47,8,124,1,3,-1,-1,-1
2017010009725,1,11,0,4,0,2,0,0,0,0,0,1,1,1,40,7,-1,-1,-1,2,1,2
2017010009732,1,9,0,18,0,1,1,0,0,0,1,1,2,2,31,6,1988,1,14,6,1,6
2017010009736,1,9,0,4,0,1,0,0,0,0,1,1,2,1,23,5,1360,1,11,10,1,10
2017010009738,1,9,0,18,0,0,0,11,1,1,1,1,6,1,66,10,1984,1,7,8,1,8
